msmarco_passage_20_838723280	p0
msmarco_passage_67_496737632	p5954
msmarco_passage_38_193219675	p5955
msmarco_passage_41_155045588	p5956
msmarco_passage_46_523281035	p5957
msmarco_passage_15_670930251	p5958
msmarco_passage_43_417894954	p5959
msmarco_passage_11_20304388	p5960
msmarco_passage_27_139630325	p5961
msmarco_passage_27_182966907	p5962
msmarco_passage_38_739626826	p5963
msmarco_passage_63_117108910	p5964
msmarco_passage_42_371671423	p5965
msmarco_passage_51_514073191	p5966
msmarco_passage_38_507811235	p5967
msmarco_passage_47_266225530	p5968
msmarco_passage_55_244877934	p5969
msmarco_passage_44_668329005	p5970
msmarco_passage_37_90119833	p5971
msmarco_passage_51_681126836	p5972
msmarco_passage_13_568159386	p5973
msmarco_passage_47_432211846	p5974
msmarco_passage_13_787964819	p5975
msmarco_passage_24_723223529	p5976
msmarco_passage_34_32617301	p5977
msmarco_passage_32_150319762	p5978
msmarco_passage_67_106432612	p5979
msmarco_passage_27_315593235	p5980
msmarco_passage_66_705097939	p5981
msmarco_passage_00_536030884	p5982
msmarco_passage_32_444667587	p5983
msmarco_passage_32_169307485	p5984
msmarco_passage_56_456126598	p5985
msmarco_passage_23_722141950	p5986
msmarco_passage_47_717325103	p5987
msmarco_passage_21_337639253	p5988
msmarco_passage_31_323950376	p5989
msmarco_passage_52_184918797	p5990
msmarco_passage_07_362963229	p5991
msmarco_passage_04_626802713	p5992
msmarco_passage_32_563546751	p5993
msmarco_passage_23_64554533	p5994
msmarco_passage_15_517223902	p5995
msmarco_passage_07_368137737	p5996
msmarco_passage_51_271843350	p5997
msmarco_passage_22_767920862	p5998
msmarco_passage_11_461057804	p5999
msmarco_passage_45_849082349	p6000
msmarco_passage_51_793505614	p6001
msmarco_passage_33_520113986	p6002
msmarco_passage_17_554321516	p6003
msmarco_passage_34_834503765	p6004
msmarco_passage_15_429758794	p6005
msmarco_passage_09_559029215	p6006
msmarco_passage_01_315018684	p6007
msmarco_passage_62_850811586	p6008
msmarco_passage_18_218032830	p6009
msmarco_passage_41_156761818	p6010
msmarco_passage_25_415204911	p6011
msmarco_passage_36_746047420	p6012
msmarco_passage_46_803065699	p6013
msmarco_passage_34_743972799	p6014
msmarco_passage_06_397926183	p6015
msmarco_passage_37_666300438	p6016
msmarco_passage_52_729243094	p6017
msmarco_passage_42_371850262	p6018
msmarco_passage_33_675301371	p6019
msmarco_passage_40_740146382	p6020
msmarco_passage_49_169670171	p6021
msmarco_passage_27_635198427	p6022
msmarco_passage_07_26916633	p6023
msmarco_passage_24_545570533	p6024
msmarco_passage_57_135959740	p6025
msmarco_passage_38_350103014	p6026
msmarco_passage_05_228362613	p6027
msmarco_passage_19_678323798	p6028
msmarco_passage_22_608948576	p6029
msmarco_passage_49_337082365	p6030
msmarco_passage_57_142116460	p6031
msmarco_passage_66_705106364	p6032
msmarco_passage_29_840734581	p6033
msmarco_passage_04_26364321	p6034
msmarco_passage_40_425609164	p6035
msmarco_passage_48_667628703	p6036
msmarco_passage_20_115700609	p6037
msmarco_passage_62_95067467	p6038
msmarco_passage_53_756565071	p6039
msmarco_passage_29_290700118	p6040
msmarco_passage_20_560718984	p6041
msmarco_passage_22_279709803	p6042
msmarco_passage_13_742735070	p6043
msmarco_passage_58_501298242	p6044
msmarco_passage_00_251390314	p6045
msmarco_passage_68_521980251	p6046
msmarco_passage_52_117567983	p6047
msmarco_passage_38_253005265	p6048
msmarco_passage_00_73040795	p6049
msmarco_passage_40_148328047	p6050
msmarco_passage_29_678622436	p6051
msmarco_passage_29_773101898	p6052
msmarco_passage_63_156250829	p6053
msmarco_passage_44_491728508	p6054
msmarco_passage_21_41701759	p6055
msmarco_passage_64_662395688	p6056
msmarco_passage_67_266295904	p6057
msmarco_passage_35_253161690	p6058
msmarco_passage_33_239179634	p6059
msmarco_passage_48_363493668	p6060
msmarco_passage_02_5650213	p6061
msmarco_passage_32_771641248	p6062
msmarco_passage_53_854822999	p6063
msmarco_passage_14_731723635	p6064
msmarco_passage_01_855242284	p6065
msmarco_passage_50_677314731	p6066
msmarco_passage_57_10136662	p6067
msmarco_passage_39_840236303	p6068
msmarco_passage_62_21338961	p6069
msmarco_passage_25_396340631	p6070
msmarco_passage_46_537113682	p6071
msmarco_passage_07_670088226	p6072
msmarco_passage_56_715521652	p6073
msmarco_passage_33_520142847	p6074
msmarco_passage_09_451553406	p6075
msmarco_passage_44_668329423	p6076
msmarco_passage_14_779787400	p6077
msmarco_passage_61_72934803	p6078
msmarco_passage_51_784569989	p6079
msmarco_passage_41_678783742	p6080
msmarco_passage_29_484926949	p6081
msmarco_passage_57_793535740	p6082
msmarco_passage_02_267658706	p6083
msmarco_passage_50_573538194	p6084
msmarco_passage_29_432757425	p6085
msmarco_passage_61_273885727	p6086
msmarco_passage_07_16424710	p6087
msmarco_passage_23_78101450	p6088
msmarco_passage_44_478894917	p6089
msmarco_passage_41_351837751	p6090
msmarco_passage_39_609253356	p6091
msmarco_passage_07_652637120	p6092
msmarco_passage_02_778094383	p6093
msmarco_passage_03_683669360	p6094
msmarco_passage_58_480789424	p6095
msmarco_passage_00_219623451	p6096
msmarco_passage_01_161907504	p6097
msmarco_passage_47_700821435	p6098
msmarco_passage_54_727212176	p6099
msmarco_passage_29_66601083	p6100
msmarco_passage_52_89053182	p6101
msmarco_passage_44_478894019	p6102
msmarco_passage_43_806647473	p6103
msmarco_passage_56_298288123	p6104
msmarco_passage_36_450941036	p6105
msmarco_passage_58_738334412	p6106
msmarco_passage_12_53302357	p6107
msmarco_passage_64_542753541	p6108
msmarco_passage_19_76616748	p6109
msmarco_passage_42_93468166	p6110
msmarco_passage_02_480278105	p6111
msmarco_passage_34_834440113	p6112
msmarco_passage_34_417797001	p6113
msmarco_passage_13_751699704	p6114
msmarco_passage_08_167550972	p6115
msmarco_passage_19_369048049	p6116
msmarco_passage_29_211114304	p6117
msmarco_passage_59_646822219	p6118
msmarco_passage_54_778349841	p6119
msmarco_passage_41_290111724	p6120
msmarco_passage_40_149182671	p6121
msmarco_passage_49_251126001	p6122
msmarco_passage_37_263407659	p6123
msmarco_passage_52_492234970	p6124
msmarco_passage_07_727025075	p6125
msmarco_passage_48_97325586	p6126
msmarco_passage_62_856032845	p6127
msmarco_passage_12_478253539	p6128
msmarco_passage_08_310936574	p6129
msmarco_passage_27_866860647	p6130
msmarco_passage_65_776819981	p6131
msmarco_passage_45_34706041	p6132
msmarco_passage_37_169485602	p6133
msmarco_passage_68_76116061	p6134
msmarco_passage_59_753016438	p6135
msmarco_passage_25_389680275	p6136
msmarco_passage_25_415226125	p6137
msmarco_passage_13_746761219	p6138
msmarco_passage_42_90540044	p6139
msmarco_passage_31_303208378	p6140
msmarco_passage_32_79371220	p6141
msmarco_passage_36_450589614	p6142
msmarco_passage_19_131173043	p6143
msmarco_passage_13_788368758	p6144
msmarco_passage_60_765746951	p6145
msmarco_passage_09_746613878	p6146
msmarco_passage_25_247677977	p6147
msmarco_passage_63_198191766	p6148
msmarco_passage_20_620897988	p6149
msmarco_passage_39_122258418	p6150
msmarco_passage_58_834132112	p6151
msmarco_passage_20_843701733	p6152
msmarco_passage_49_711849215	p6153
msmarco_passage_00_811682654	p6154
msmarco_passage_16_789306462	p6155
msmarco_passage_31_420282931	p6156
msmarco_passage_44_27318981	p6157
msmarco_passage_68_521979291	p6158
msmarco_passage_64_600965574	p6159
msmarco_passage_17_639323300	p6160
msmarco_passage_12_756961465	p6161
msmarco_passage_17_758843998	p6162
msmarco_passage_52_183380930	p6163
msmarco_passage_59_789003897	p6164
msmarco_passage_63_30894327	p6165
msmarco_passage_22_506717674	p6166
msmarco_passage_36_843497767	p6167
msmarco_passage_14_689689246	p6168
msmarco_passage_43_582157852	p6169
msmarco_passage_22_842031002	p6170
msmarco_passage_51_815374162	p6171
msmarco_passage_02_738413251	p6172
msmarco_passage_25_514847838	p6173
msmarco_passage_04_400887187	p6174
msmarco_passage_41_125053229	p6175
msmarco_passage_04_61641124	p6176
msmarco_passage_27_484356392	p6177
msmarco_passage_33_524509215	p6178
msmarco_passage_07_717051118	p6179
msmarco_passage_57_145148705	p6180
msmarco_passage_60_559997324	p6181
msmarco_passage_24_422099747	p6182
msmarco_passage_14_273525568	p6183
msmarco_passage_18_855888835	p6184
msmarco_passage_51_711932269	p6185
msmarco_passage_66_27644953	p6186
msmarco_passage_18_717280503	p6187
msmarco_passage_03_548866183	p6188
msmarco_passage_25_721762395	p6189
msmarco_passage_32_563556950	p6190
msmarco_passage_56_236116943	p6191
msmarco_passage_23_100579203	p6192
msmarco_passage_62_233743040	p6193
msmarco_passage_57_262315247	p6194
msmarco_passage_06_142376941	p6195
msmarco_passage_18_77235745	p6196
msmarco_passage_33_497448105	p6197
msmarco_passage_19_687142215	p6198
msmarco_passage_20_565097761	p6199
msmarco_passage_64_634104899	p6200
msmarco_passage_19_781967960	p6201
msmarco_passage_29_484903106	p6202
msmarco_passage_28_138481306	p6203
msmarco_passage_33_862597744	p6204
msmarco_passage_20_185142273	p6205
msmarco_passage_19_855634864	p6206
msmarco_passage_46_557897890	p6207
msmarco_passage_10_95236374	p6208
msmarco_passage_07_696185215	p6209
msmarco_passage_11_537790588	p6210
msmarco_passage_34_562863140	p6211
msmarco_passage_09_747277249	p6212
msmarco_passage_63_424764597	p6213
msmarco_passage_27_200075271	p6214
msmarco_passage_17_543051768	p6215
msmarco_passage_21_351678782	p6216
msmarco_passage_54_277779281	p6217
msmarco_passage_66_562696925	p6218
msmarco_passage_12_484748057	p6219
msmarco_passage_04_73443793	p6220
msmarco_passage_32_124116077	p6221
msmarco_passage_42_823955713	p6222
msmarco_passage_54_596556623	p6223
msmarco_passage_51_14562309	p6224
msmarco_passage_01_3384970	p6225
msmarco_passage_63_503339822	p6226
msmarco_passage_27_571682135	p6227
msmarco_passage_32_151572775	p6228
msmarco_passage_46_431452837	p6229
msmarco_passage_62_95070389	p6230
msmarco_passage_13_607377283	p6231
msmarco_passage_37_636037612	p6232
msmarco_passage_31_732918462	p6233
msmarco_passage_49_186222365	p6234
msmarco_passage_16_723005204	p6235
msmarco_passage_24_284653920	p6236
msmarco_passage_12_415160950	p6237
msmarco_passage_47_588371609	p6238
msmarco_passage_04_298254443	p6239
msmarco_passage_47_23337711	p6240
msmarco_passage_01_802017830	p6241
msmarco_passage_23_666155156	p6242
msmarco_passage_66_364359515	p6243
msmarco_passage_29_450326216	p6244
msmarco_passage_39_433587035	p6245
msmarco_passage_62_33533600	p6246
msmarco_passage_55_816281651	p6247
msmarco_passage_11_85667215	p6248
msmarco_passage_19_689010155	p6249
msmarco_passage_42_90694516	p6250
msmarco_passage_24_690163279	p6251
msmarco_passage_30_463269452	p6252
msmarco_passage_04_171389814	p6253
msmarco_passage_60_502152857	p6254
msmarco_passage_45_265918568	p6255
msmarco_passage_47_717381622	p6256
msmarco_passage_61_211530287	p6257
msmarco_passage_10_851904124	p6258
msmarco_passage_66_51889526	p6259
msmarco_passage_29_848964433	p6260
msmarco_passage_29_6392697	p6261
msmarco_passage_51_828227215	p6262
msmarco_passage_66_682511546	p6263
msmarco_passage_47_11987893	p6264
msmarco_passage_19_432228024	p6265
msmarco_passage_00_478905842	p6266
msmarco_passage_32_114267359	p6267
msmarco_passage_05_398065998	p6268
msmarco_passage_52_21159696	p6269
msmarco_passage_02_369415664	p6270
msmarco_passage_57_700264636	p6271
msmarco_passage_31_817005632	p6272
msmarco_passage_48_422926887	p6273
msmarco_passage_13_301753647	p6274
msmarco_passage_61_362534683	p6275
msmarco_passage_35_857679491	p6276
msmarco_passage_67_491832926	p6277
msmarco_passage_02_869009423	p6278
msmarco_passage_43_440817100	p6279
msmarco_passage_37_601746323	p6280
msmarco_passage_52_106423713	p6281
msmarco_passage_68_149957950	p6282
msmarco_passage_15_714232108	p6283
msmarco_passage_04_201895363	p6284
msmarco_passage_00_168095376	p6285
msmarco_passage_64_101061943	p6286
msmarco_passage_54_710185453	p6287
msmarco_passage_56_255793013	p6288
msmarco_passage_45_492460594	p6289
msmarco_passage_02_182803274	p6290
msmarco_passage_01_296558388	p6291
msmarco_passage_40_646499161	p6292
msmarco_passage_07_622798869	p6293
msmarco_passage_47_14996648	p6294
msmarco_passage_40_326064205	p6295
msmarco_passage_39_333643602	p6296
msmarco_passage_10_268151814	p6297
msmarco_passage_34_724178878	p6298
msmarco_passage_07_736661641	p6299
msmarco_passage_30_293281446	p6300
msmarco_passage_61_210445510	p6301
msmarco_passage_40_178252331	p6302
msmarco_passage_27_867446502	p6303
msmarco_passage_11_712634458	p6304
msmarco_passage_60_558822872	p6305
msmarco_passage_18_217934694	p6306
msmarco_passage_12_436497543	p6307
msmarco_passage_02_520159945	p6308
msmarco_passage_63_73028388	p6309
msmarco_passage_37_271085782	p6310
msmarco_passage_41_613825324	p6311
msmarco_passage_56_58429038	p6312
msmarco_passage_32_669769327	p6313
msmarco_passage_05_814217136	p6314
msmarco_passage_27_867579248	p6315
msmarco_passage_42_371595198	p6316
msmarco_passage_56_452395759	p6317
msmarco_passage_56_150780372	p6318
msmarco_passage_41_274884777	p6319
msmarco_passage_24_80282264	p6320
msmarco_passage_04_813855840	p6321
msmarco_passage_47_451771564	p6322
msmarco_passage_32_849669938	p6323
msmarco_passage_11_116934276	p6324
msmarco_passage_20_413316964	p6325
msmarco_passage_35_463730923	p6326
msmarco_passage_14_312939040	p6327
msmarco_passage_01_369771732	p6328
msmarco_passage_30_441853086	p6329
msmarco_passage_22_310322412	p6330
msmarco_passage_06_14502444	p6331
msmarco_passage_26_12350652	p6332
msmarco_passage_00_432601686	p6333
msmarco_passage_18_420994307	p6334
msmarco_passage_15_165400745	p6335
msmarco_passage_24_827551370	p6336
msmarco_passage_61_384575485	p6337
msmarco_passage_12_36660170	p6338
msmarco_passage_36_815993939	p6339
msmarco_passage_39_433548753	p6340
msmarco_passage_52_129912101	p6341
msmarco_passage_54_669617556	p6342
msmarco_passage_35_24666313	p6343
msmarco_passage_63_722527387	p6344
msmarco_passage_10_129445765	p6345
msmarco_passage_66_754287634	p6346
msmarco_passage_10_423113121	p6347
msmarco_passage_61_645459074	p6348
msmarco_passage_01_638602430	p6349
msmarco_passage_46_364084255	p6350
msmarco_passage_18_833146649	p6351
msmarco_passage_28_716466946	p6352
msmarco_passage_20_91021737	p6353
msmarco_passage_09_417235679	p6354
msmarco_passage_53_679413664	p6355
msmarco_passage_06_556980951	p6356
msmarco_passage_55_195993912	p6357
msmarco_passage_55_488039606	p6358
msmarco_passage_10_25867774	p6359
msmarco_passage_61_736935230	p6360
msmarco_passage_02_218968460	p6361
msmarco_passage_19_618101634	p6362
msmarco_passage_38_112669685	p6363
msmarco_passage_52_342189969	p6364
msmarco_passage_50_573582579	p6365
msmarco_passage_26_339152445	p6366
msmarco_passage_31_777027229	p6367
msmarco_passage_34_557904899	p6368
msmarco_passage_13_751845667	p6369
msmarco_passage_00_16349393	p6370
msmarco_passage_19_514569219	p6371
msmarco_passage_65_394061675	p6372
msmarco_passage_41_249361816	p6373
msmarco_passage_55_62218193	p6374
msmarco_passage_07_663298616	p6375
msmarco_passage_20_838718945	p6376
msmarco_passage_24_236277640	p6377
msmarco_passage_19_31410265	p6378
msmarco_passage_62_811141614	p6379
msmarco_passage_58_738232598	p6380
msmarco_passage_44_215895158	p6381
msmarco_passage_12_502925462	p6382
msmarco_passage_65_375018992	p6383
msmarco_passage_67_304939432	p6384
msmarco_passage_47_195611619	p6385
msmarco_passage_58_92722810	p6386
msmarco_passage_10_540510691	p6387
msmarco_passage_54_578458628	p6388
msmarco_passage_06_556487532	p6389
msmarco_passage_27_732933506	p6390
msmarco_passage_10_161703820	p6391
msmarco_passage_60_158021372	p6392
msmarco_passage_18_218087079	p6393
msmarco_passage_57_743967193	p6394
msmarco_passage_42_82964950	p6395
msmarco_passage_03_376765067	p6396
msmarco_passage_63_198115383	p6397
msmarco_passage_32_639403434	p6398
msmarco_passage_04_383213197	p6399
msmarco_passage_40_722654112	p6400
msmarco_passage_23_100294649	p6401
msmarco_passage_55_568560108	p6402
msmarco_passage_47_14954736	p6403
msmarco_passage_00_478910608	p6404
msmarco_passage_39_286552612	p6405
msmarco_passage_17_639989810	p6406
msmarco_passage_40_194948114	p6407
msmarco_passage_03_136157234	p6408
msmarco_passage_37_452827977	p6409
msmarco_passage_54_521564201	p6410
msmarco_passage_09_51745699	p6411
msmarco_passage_17_9296921	p6412
msmarco_passage_57_29487729	p6413
msmarco_passage_06_815356630	p6414
msmarco_passage_00_555951029	p6415
msmarco_passage_56_800565141	p6416
msmarco_passage_02_461903225	p6417
msmarco_passage_29_230579724	p6418
msmarco_passage_25_403042788	p6419
msmarco_passage_06_208940689	p6420
msmarco_passage_09_126944455	p6421
msmarco_passage_04_521835218	p6422
msmarco_passage_17_720149136	p6423
msmarco_passage_68_764311313	p6424
msmarco_passage_58_189784909	p6425
msmarco_passage_57_777554560	p6426
msmarco_passage_39_303605162	p6427
msmarco_passage_55_201024644	p6428
msmarco_passage_34_747192317	p6429
msmarco_passage_47_446600673	p6430
msmarco_passage_15_103680088	p6431
msmarco_passage_26_710091150	p6432
msmarco_passage_63_182020896	p6433
msmarco_passage_27_709894434	p6434
msmarco_passage_55_349591039	p6435
msmarco_passage_37_513425405	p6436
msmarco_passage_26_310735805	p6437
msmarco_passage_50_118899793	p6438
msmarco_passage_07_512146103	p6439
msmarco_passage_27_464300826	p6440
msmarco_passage_35_495673233	p6441
msmarco_passage_02_295653203	p6442
msmarco_passage_45_617020645	p6443
msmarco_passage_42_631081867	p6444
msmarco_passage_49_769093636	p6445
msmarco_passage_23_471010965	p6446
msmarco_passage_36_306357420	p6447
msmarco_passage_43_441774250	p6448
msmarco_passage_38_393146381	p6449
msmarco_passage_40_215087181	p6450
msmarco_passage_46_431454136	p6451
msmarco_passage_58_762467394	p6452
msmarco_passage_38_760014804	p6453
msmarco_passage_16_618268380	p6454
msmarco_passage_31_416735839	p6455
msmarco_passage_37_330724567	p6456
msmarco_passage_24_4722940	p6457
msmarco_passage_59_491879232	p6458
msmarco_passage_52_527268573	p6459
msmarco_passage_03_744082373	p6460
msmarco_passage_68_640291047	p6461
msmarco_passage_52_273494327	p6462
msmarco_passage_57_177326525	p6463
msmarco_passage_67_358215185	p6464
msmarco_passage_07_696186457	p6465
msmarco_passage_43_796395577	p6466
msmarco_passage_09_456866058	p6467
msmarco_passage_59_438366394	p6468
msmarco_passage_57_756113750	p6469
msmarco_passage_50_764559298	p6470
msmarco_passage_05_214676153	p6471
msmarco_passage_12_436491528	p6472
msmarco_passage_21_417367659	p6473
msmarco_passage_18_763681424	p6474
msmarco_passage_68_296170795	p6475
msmarco_passage_30_115654626	p6476
msmarco_passage_53_713083414	p6477
msmarco_passage_22_75096520	p6478
msmarco_passage_37_169486088	p6479
msmarco_passage_38_73976312	p6480
msmarco_passage_15_452986337	p6481
msmarco_passage_63_165270380	p6482
msmarco_passage_10_336580867	p6483
msmarco_passage_29_38836542	p6484
msmarco_passage_28_225356475	p6485
msmarco_passage_64_527648287	p6486
msmarco_passage_28_95529070	p6487
msmarco_passage_13_568156484	p6488
msmarco_passage_36_137118189	p6489
msmarco_passage_46_562507252	p6490
msmarco_passage_21_620577520	p6491
msmarco_passage_52_515045993	p6492
msmarco_passage_42_341703224	p6493
msmarco_passage_48_363503577	p6494
msmarco_passage_18_291416144	p6495
msmarco_passage_19_480909416	p6496
msmarco_passage_33_523528740	p6497
msmarco_passage_25_364643613	p6498
msmarco_passage_43_440817903	p6499
msmarco_passage_12_35239066	p6500
msmarco_passage_65_375368566	p6501
msmarco_passage_32_168466700	p6502
msmarco_passage_24_743860328	p6503
msmarco_passage_48_293767689	p6504
msmarco_passage_67_1651540	p6505
msmarco_passage_29_219451818	p6506
msmarco_passage_02_578026329	p6507
msmarco_passage_14_412017178	p6508
msmarco_passage_39_24757301	p6509
msmarco_passage_31_42804856	p6510
msmarco_passage_51_346720161	p6511
msmarco_passage_08_390032991	p6512
msmarco_passage_04_119333961	p6513
msmarco_passage_19_46014454	p6514
msmarco_passage_34_275533645	p6515
msmarco_passage_10_792445906	p6516
msmarco_passage_42_20570860	p6517
msmarco_passage_67_875717941	p6518
msmarco_passage_54_277644698	p6519
msmarco_passage_40_818400611	p6520
msmarco_passage_20_838718228	p6521
msmarco_passage_38_688882546	p6522
msmarco_passage_03_21116291	p6523
msmarco_passage_25_99768922	p6524
msmarco_passage_66_444432494	p6525
msmarco_passage_55_201014676	p6526
msmarco_passage_02_865142925	p6527
msmarco_passage_13_348117737	p6528
msmarco_passage_56_533873143	p6529
msmarco_passage_31_299838155	p6530
msmarco_passage_11_6059434	p6531
msmarco_passage_05_446265833	p6532
msmarco_passage_08_713912023	p6533
msmarco_passage_30_855423244	p6534
msmarco_passage_30_713269341	p6535
msmarco_passage_48_699661278	p6536
msmarco_passage_16_100659060	p6537
msmarco_passage_65_846223854	p6538
msmarco_passage_04_767790719	p6539
msmarco_passage_10_239712021	p6540
msmarco_passage_54_277784069	p6541
msmarco_passage_00_65983735	p6542
msmarco_passage_04_747860736	p6543
msmarco_passage_61_740014459	p6544
msmarco_passage_23_72720686	p6545
msmarco_passage_06_239774262	p6546
msmarco_passage_27_443234381	p6547
msmarco_passage_19_831804819	p6548
msmarco_passage_63_788107605	p6549
msmarco_passage_07_867086664	p6550
msmarco_passage_18_688168630	p6551
msmarco_passage_13_751838059	p6552
msmarco_passage_34_668127170	p6553
msmarco_passage_26_278879873	p6554
msmarco_passage_57_416939008	p6555
msmarco_passage_07_181468604	p6556
msmarco_passage_17_430717466	p6557
msmarco_passage_57_343416164	p6558
msmarco_passage_46_431239323	p6559
msmarco_passage_18_71497827	p6560
msmarco_passage_42_56025328	p6561
msmarco_passage_50_223916855	p6562
msmarco_passage_65_379955142	p6563
msmarco_passage_45_575835773	p6564
msmarco_passage_22_202172544	p6565
msmarco_passage_34_1892328	p6566
msmarco_passage_12_215891985	p6567
msmarco_passage_25_107319460	p6568
msmarco_passage_49_574122112	p6569
msmarco_passage_67_304932841	p6570
msmarco_passage_27_342412522	p6571
msmarco_passage_04_487297840	p6572
msmarco_passage_58_663353785	p6573
msmarco_passage_14_730565929	p6574
msmarco_passage_22_648927694	p6575
msmarco_passage_41_613677157	p6576
msmarco_passage_53_826660849	p6577
msmarco_passage_42_752371841	p6578
msmarco_passage_02_180703918	p6579
msmarco_passage_30_340299237	p6580
msmarco_passage_13_392253316	p6581
msmarco_passage_53_223344773	p6582
msmarco_passage_01_547718432	p6583
msmarco_passage_03_521369054	p6584
msmarco_passage_57_43955302	p6585
msmarco_passage_20_358461497	p6586
msmarco_passage_47_432207855	p6587
msmarco_passage_49_587786760	p6588
msmarco_passage_55_646897628	p6589
msmarco_passage_40_398999845	p6590
msmarco_passage_25_351827468	p6591
msmarco_passage_66_592788977	p6592
msmarco_passage_35_788932493	p6593
msmarco_passage_05_791525585	p6594
msmarco_passage_29_283406918	p6595
msmarco_passage_34_672614051	p6596
msmarco_passage_42_678333340	p6597
msmarco_passage_42_458102438	p6598
msmarco_passage_35_48074666	p6599
msmarco_passage_45_575765062	p6600
msmarco_passage_62_868282302	p6601
msmarco_passage_31_508129954	p6602
msmarco_passage_47_472385098	p6603
msmarco_passage_15_84909692	p6604
msmarco_passage_25_382887737	p6605
msmarco_passage_51_346746200	p6606
msmarco_passage_12_60993480	p6607
msmarco_passage_56_227402417	p6608
msmarco_passage_18_818006787	p6609
msmarco_passage_67_484719715	p6610
msmarco_passage_15_400306968	p6611
msmarco_passage_64_102375921	p6612
msmarco_passage_65_687083862	p6613
msmarco_passage_42_372049792	p6614
msmarco_passage_17_640145549	p6615
msmarco_passage_55_200620309	p6616
msmarco_passage_06_78997708	p6617
msmarco_passage_67_239449732	p6618
msmarco_passage_20_465105598	p6619
msmarco_passage_47_598458580	p6620
msmarco_passage_32_114907398	p6621
msmarco_passage_21_135859277	p6622
msmarco_passage_57_750898970	p6623
msmarco_passage_61_123960632	p6624
msmarco_passage_02_604087832	p6625
msmarco_passage_30_847123194	p6626
msmarco_passage_25_23348410	p6627
msmarco_passage_37_81250644	p6628
msmarco_passage_40_254872954	p6629
msmarco_passage_64_578218985	p6630
msmarco_passage_69_13941308	p6631
msmarco_passage_49_559445306	p6632
msmarco_passage_20_739315026	p6633
msmarco_passage_68_567925384	p6634
msmarco_passage_08_791372618	p6635
msmarco_passage_15_671748714	p6636
msmarco_passage_23_252710903	p6637
msmarco_passage_30_800270852	p6638
msmarco_passage_29_484980112	p6639
msmarco_passage_06_77058249	p6640
msmarco_passage_24_133204609	p6641
msmarco_passage_20_733933549	p6642
msmarco_passage_06_9627592	p6643
msmarco_passage_12_685608796	p6644
msmarco_passage_04_360424446	p6645
msmarco_passage_19_841135862	p6646
msmarco_passage_47_641635415	p6647
msmarco_passage_23_827032536	p6648
msmarco_passage_49_577609952	p6649
msmarco_passage_46_119801765	p6650
msmarco_passage_37_778632935	p6651
msmarco_passage_23_421424339	p6652
msmarco_passage_23_827033868	p6653
msmarco_passage_26_537225171	p6654
msmarco_passage_25_415212804	p6655
msmarco_passage_18_477070362	p6656
msmarco_passage_37_478141589	p6657
msmarco_passage_45_569041038	p6658
msmarco_passage_50_554406194	p6659
msmarco_passage_45_249628889	p6660
msmarco_passage_20_360558087	p6661
msmarco_passage_42_428076665	p6662
msmarco_passage_12_193543021	p6663
msmarco_passage_38_835157379	p6664
msmarco_passage_65_500199567	p6665
msmarco_passage_32_149001360	p6666
msmarco_passage_28_823019064	p6667
msmarco_passage_63_758159747	p6668
msmarco_passage_64_439322725	p6669
msmarco_passage_01_378030342	p6670
msmarco_passage_23_524619901	p6671
msmarco_passage_32_150292959	p6672
msmarco_passage_29_718104396	p6673
msmarco_passage_38_74100851	p6674
msmarco_passage_67_508418345	p6675
msmarco_passage_12_298646588	p6676
msmarco_passage_20_838715893	p6677
msmarco_passage_07_43042709	p6678
msmarco_passage_32_10131889	p6679
msmarco_passage_24_617549001	p6680
msmarco_passage_26_871868754	p6681
msmarco_passage_04_747830587	p6682
msmarco_passage_49_138188196	p6683
msmarco_passage_54_277626742	p6684
msmarco_passage_18_803985058	p6685
msmarco_passage_05_663940287	p6686
msmarco_passage_14_213073206	p6687
msmarco_passage_42_364839121	p6688
msmarco_passage_03_225310705	p6689
msmarco_passage_42_81766183	p6690
msmarco_passage_19_201200873	p6691
msmarco_passage_63_198108853	p6692
msmarco_passage_45_695733526	p6693
msmarco_passage_11_120483828	p6694
msmarco_passage_44_53693134	p6695
msmarco_passage_17_306848732	p6696
msmarco_passage_33_520058405	p6697
msmarco_passage_60_588457862	p6698
msmarco_passage_51_60655834	p6699
msmarco_passage_21_730520614	p6700
msmarco_passage_34_359971564	p6701
msmarco_passage_32_151626662	p6702
msmarco_passage_34_766441643	p6703
msmarco_passage_02_566733173	p6704
msmarco_passage_17_319346826	p6705
msmarco_passage_68_157668050	p6706
msmarco_passage_16_735788535	p6707
msmarco_passage_60_458519366	p6708
msmarco_passage_66_589686149	p6709
msmarco_passage_36_162962087	p6710
msmarco_passage_46_172068078	p6711
msmarco_passage_16_723221886	p6712
msmarco_passage_68_149949273	p6713
msmarco_passage_27_347781267	p6714
msmarco_passage_17_730787907	p6715
msmarco_passage_53_560541034	p6716
msmarco_passage_44_654324611	p6717
msmarco_passage_35_285423782	p6718
msmarco_passage_18_519119004	p6719
msmarco_passage_37_806019077	p6720
msmarco_passage_37_366343221	p6721
msmarco_passage_40_508837456	p6722
msmarco_passage_49_88475763	p6723
msmarco_passage_40_624565638	p6724
msmarco_passage_60_10144547	p6725
msmarco_passage_37_453002974	p6726
msmarco_passage_38_288595422	p6727
msmarco_passage_08_442200001	p6728
msmarco_passage_12_685790418	p6729
